782.18,Tybie,Blinni
931.53,Pierette,Phedra
491.47,Kristina,Gwyneth
982.7,Gwyneth,Penelopa
927.96,Tera,Blondelle
954.69,Sandie,Maryellen
36.57,Suzette,Leanna
713.43,Ketti,Liana
980.78,Blondelle,Lanna
737.03,Kayla,Norine
402.81,Camile,Mara
277.31,Elmira,Nannie
309,Correy,Sissy
198.4,Lexine,Brandise
574.92,Jackie,Margarette
420.89,Adele,Nananne
544.5,Aeriela,Elora
988.55,Andeee,Courtnay
528.37,Jordan,Alleen
143.7,Glenda,Rosanne
756.74,Valli,Sonni
700.37,Tamqrah,Gusella
879.08,Halette,Lexine
479.94,Janey,Sissy
519.06,Carree,Neila
565.56,Mureil,Eve
980.72,Lanna,Carilyn
220.68,Di,Lanna
953.93,Thalia,Lenna
669.83,Claudina,Janey
420.71,Nerta,Melanie
302.38,Caryl,Lizzie
163.48,Elyssa,Catrina
466.26,Di,Ginnie
697.55,Cristabel,Brianna
415.76,Gretal,Mariele
656.4,Celisse,Rhoda
79.91,Mignon,Priscilla
934.75,Joelly,Ira
798.21,Flory,Clementine
939.34,Ermengarde,Ricky
252.01,Marcelline,Noelle
571.48,Ira,Tamqrah
834.97,Etta,Wilma
302.28,Christy,Maye
896.72,Sarette,Allyce
429.42,Eve,Lenna
347.29,Jacenta,Roz
623.89,Gerrie,Berget
534.25,Marline,Audrie
835.76,Mady,Sibella
739.03,Aimil,Pearline
246.55,Andree,Merry
5.85,Oralee,Aili
646.02,Philis,Marylou
767.91,Dulcinea,Kate
70.12,Monika,Kimmy
933.2,Siana,Marline
27.84,Sonni,Camile
932.06,Joelly,Britni
831.33,Aeriela,Emylee
160.74,Judy,Starla
209.06,Ileana,Lonnie
678.57,Lyssa,Moyna
820.71,Cindelyn,Darci
43.89,Perry,Mellicent
322.29,Tressa,Daphne
363.18,Jennica,Nyssa
664.47,Ottilie,Corry
296.18,Kary,Donetta
985.43,Deedee,Rivalee
100.34,Taffy,Adore
195.71,Joleen,Vivia
888.19,Gale,Myriam
341,Merci,Dari
880.73,Leona,Norine
223.52,Pollyanna,Marti
804.97,Candi,Corry
724.79,Laurene,Adriana
327.63,Elvira,Aigneis
36.68,Jorry,Shannah
729.49,Amii,Mallory
68.24,Jaime,Miquela
551.72,Amara,Brana
647.38,Ofilia,Kellen
828.5,Tarra,Lucille
414.57,Melisent,Berta
828.4,Stevana,Marti
858.15,Lacie,Bobinette
73.03,Madelle,Rosabelle
802.62,Annaliese,Robbi
213.29,Karina,Adelle
280.34,Lacie,Margarette
802.95,Latisha,Jobi
486.91,Carly,Dyann
467.57,Ashlee,Mildrid
482.71,Madelle,Laurene
764.19,Justinn,Ottilie
943.77,Aimil,Jenilee
911.7,Tarra,Sybille
974.13,Kore,Aili
819.5,Ricky,Nikki
727.48,Raina,Atlanta
428.58,Shaine,Gilda
430.31,Kalina,Xylina
525.38,Emelina,Dotty
416.8,Ottilie,Kaia
405.86,Justinn,Hyacinthe
365.15,Jorry,Frances
72.3,Fayre,Mahalia
574.24,Helena,Etta
999.94,Wileen,Evita
218.95,Blondelle,Ginnie
525.42,Darlleen,Tobe
708.9,Shel,Violet
808.75,Joane,Ilse
973.92,Lily,Mamie
664.25,Talya,Lacie
296.75,Lorie,Marcy
